product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
toys,100.0,16.0,4.0,11.0
toys,175.0,20.0,20.0,20.0
toys,450.0,16.0,4.0,20.0
toys,2250.0,22.0,22.0,22.0
toys,150.0,20.0,13.0,18.0
pet_shop,8500.0,16.0,15.0,25.0
toys,283.0,24.0,23.0,20.0
computers,13700.0,27.0,50.0,53.0
toys,2700.0,36.0,9.0,20.0
toys,1450.0,54.0,9.0,42.0
sports_leisure,1032.0,17.0,15.0,16.0
toys,200.0,30.0,5.0,30.0
sports_leisure,13500.0,70.0,30.0,40.0
toys,400.0,30.0,20.0,20.0
bed_bath_table,200.0,16.0,12.0,11.0
toys,150.0,16.0,2.0,20.0
toys,100.0,16.0,3.0,11.0
electronics,150.0,25.0,7.0,16.0
toys,900.0,16.0,11.0,11.0
toys,107.0,19.0,13.0,13.0
toys,600.0,22.0,18.0,19.0
office_furniture,7900.0,35.0,52.0,34.0
toys,500.0,47.0,18.0,15.0
housewares,300.0,25.0,2.0,17.0
toys,900.0,30.0,4.0,20.0
toys,100.0,16.0,5.0,13.0
toys,567.0,26.0,12.0,26.0
toys,397.0,16.0,19.0,14.0
toys,7700.0,60.0,20.0,29.0
toys,11850.0,50.0,50.0,25.0
toys,250.0,17.0,7.0,12.0
toys,175.0,18.0,4.0,16.0
electronics,1250.0,26.0,10.0,18.0
toys,250.0,16.0,2.0,20.0
toys,40425.0,13.0,65.0,28.0
toys,7000.0,26.0,47.0,27.0
stationery,350.0,25.0,10.0,20.0
toys,1200.0,50.0,8.0,50.0
toys,150.0,16.0,13.0,14.0
toys,17600.0,49.0,49.0,23.0
toys,150.0,20.0,10.0,15.0
toys,363.0,18.0,16.0,17.0
toys,163.0,17.0,11.0,13.0
toys,750.0,35.0,2.0,25.0
toys,700.0,31.0,5.0,25.0
toys,750.0,35.0,15.0,18.0
sports_leisure,1600.0,42.0,10.0,22.0
toys,600.0,30.0,25.0,20.0
toys,700.0,25.0,36.0,12.0
toys,1400.0,26.0,13.0,35.0
toys,300.0,23.0,15.0,16.0
bed_bath_table,800.0,20.0,20.0,20.0
small_appliances,3900.0,43.0,43.0,20.0
toys,1350.0,45.0,10.0,55.0
toys,875.0,25.0,18.0,40.0
health_beauty,100.0,20.0,15.0,15.0
toys,833.0,29.0,2.0,28.0
toys,150.0,20.0,5.0,15.0
toys,200.0,19.0,4.0,11.0
toys,1000.0,42.0,25.0,15.0
toys,4338.0,17.0,12.0,14.0
toys,200.0,25.0,5.0,20.0
toys,400.0,40.0,4.0,30.0
toys,350.0,16.0,8.0,12.0
cool_stuff,6800.0,53.0,20.0,33.0
toys,550.0,23.0,7.0,17.0
toys,150.0,16.0,6.0,11.0
toys,550.0,16.0,16.0,11.0
furniture_decor,300.0,25.0,2.0,17.0
toys,100.0,16.0,6.0,11.0
toys,12300.0,40.0,40.0,40.0
toys,200.0,35.0,2.0,25.0
toys,833.0,23.0,14.0,14.0
toys,390.0,22.0,12.0,15.0
toys,2100.0,15.0,18.0,25.0
toys,300.0,35.0,5.0,25.0
toys,1200.0,80.0,8.0,15.0
sports_leisure,400.0,70.0,10.0,20.0
toys,1383.0,50.0,10.0,40.0
garden_tools,2300.0,67.0,2.0,41.0
toys,600.0,20.0,10.0,20.0
computers_accessories,207.0,19.0,11.0,14.0
toys,335.0,17.0,11.0,16.0
toys,200.0,24.0,9.0,16.0
toys,500.0,20.0,11.0,15.0
toys,11100.0,44.0,35.0,33.0
computers_accessories,233.0,16.0,14.0,15.0
health_beauty,250.0,22.0,10.0,18.0
toys,450.0,50.0,3.0,25.0
toys,200.0,17.0,11.0,15.0
toys,300.0,17.0,4.0,12.0
bed_bath_table,800.0,20.0,20.0,20.0
luggage_accessories,1150.0,30.0,50.0,40.0
toys,100.0,20.0,20.0,20.0
toys,325.0,19.0,13.0,19.0
toys,300.0,18.0,9.0,14.0
stationery,6150.0,25.0,55.0,45.0
toys,1200.0,45.0,10.0,15.0
toys,1100.0,53.0,9.0,32.0
toys,1050.0,36.0,16.0,24.0
toys,293.0,16.0,7.0,11.0
toys,5600.0,40.0,20.0,40.0
toys,4800.0,22.0,63.0,22.0
cool_stuff,1200.0,42.0,25.0,15.0
toys,5450.0,16.0,65.0,25.0
toys,2900.0,33.0,25.0,60.0
toys,400.0,17.0,10.0,12.0
toys,8050.0,35.0,46.0,35.0
toys,1350.0,30.0,20.0,20.0
toys,375.0,21.0,11.0,17.0
toys,150.0,16.0,9.0,11.0
toys,1143.0,24.0,22.0,19.0
toys,500.0,27.0,10.0,15.0
health_beauty,200.0,16.0,9.0,14.0
office_furniture,2600.0,40.0,45.0,39.0
toys,5200.0,45.0,54.0,15.0
toys,700.0,32.0,15.0,21.0
toys,1050.0,30.0,30.0,30.0
toys,8050.0,30.0,40.0,40.0
toys,200.0,16.0,2.0,11.0
toys,2300.0,39.0,6.0,29.0
housewares,250.0,20.0,5.0,16.0
toys,190.0,23.0,16.0,18.0
toys,13388.0,54.0,47.0,28.0
toys,2000.0,25.0,10.0,15.0
office_furniture,11880.0,50.0,60.0,27.0
computers_accessories,350.0,16.0,12.0,12.0
toys,353.0,36.0,6.0,16.0
toys,575.0,20.0,16.0,16.0
toys,1100.0,20.0,10.0,20.0
garden_tools,1650.0,30.0,22.0,30.0
agro_industry_and_commerce,16400.0,63.0,66.0,56.0
computers_accessories,100.0,16.0,16.0,16.0
toys,250.0,16.0,2.0,11.0
home_construction,800.0,38.0,38.0,22.0
toys,5150.0,28.0,50.0,28.0
toys,300.0,18.0,9.0,12.0
toys,750.0,30.0,30.0,11.0
garden_tools,1650.0,30.0,22.0,30.0
cool_stuff,14100.0,46.0,33.0,27.0
toys,1000.0,40.0,5.0,30.0
toys,18700.0,75.0,40.0,40.0
toys,300.0,21.0,7.0,15.0
health_beauty,483.0,16.0,16.0,14.0
toys,7350.0,35.0,35.0,35.0
housewares,465.0,17.0,14.0,19.0
toys,183.0,16.0,18.0,16.0
toys,5600.0,46.0,15.0,39.0
toys,17100.0,60.0,40.0,42.0
toys,1400.0,27.0,22.0,39.0
toys,2000.0,33.0,44.0,19.0
toys,2400.0,42.0,25.0,15.0
toys,6250.0,30.0,25.0,25.0
toys,22350.0,32.0,74.0,53.0
electronics,1350.0,33.0,12.0,26.0
toys,650.0,16.0,15.0,13.0
toys,500.0,20.0,20.0,20.0
fashion_male_clothing,300.0,16.0,2.0,11.0
toys,1200.0,44.0,2.0,35.0
toys,358.0,16.0,6.0,17.0
toys,150.0,16.0,9.0,11.0
toys,1400.0,20.0,20.0,20.0
housewares,350.0,30.0,5.0,25.0
toys,250.0,40.0,4.0,30.0
toys,400.0,60.0,8.0,50.0
computers_accessories,200.0,16.0,25.0,15.0
toys,150.0,16.0,12.0,12.0
toys,800.0,35.0,30.0,40.0
furniture_decor,600.0,60.0,7.0,14.0
toys,700.0,32.0,15.0,21.0
toys,1600.0,45.0,12.0,30.0
toys,425.0,18.0,11.0,12.0
bed_bath_table,1050.0,35.0,10.0,45.0
toys,450.0,20.0,10.0,15.0
home_appliances,200.0,18.0,8.0,13.0
toys,333.0,17.0,16.0,16.0
toys,250.0,16.0,2.0,11.0
toys,700.0,18.0,23.0,19.0
toys,300.0,16.0,14.0,11.0
toys,15500.0,55.0,40.0,40.0
health_beauty,250.0,22.0,12.0,17.0
toys,700.0,23.0,5.0,11.0
toys,100.0,20.0,15.0,12.0
toys,1000.0,40.0,20.0,20.0
toys,100.0,16.0,8.0,12.0
telephony,350.0,16.0,6.0,11.0
toys,100.0,32.0,2.0,24.0
computers_accessories,173.0,18.0,13.0,12.0
toys,214.0,15.0,7.0,13.0
toys,487.0,19.0,12.0,16.0
health_beauty,150.0,16.0,5.0,17.0
toys,250.0,16.0,16.0,11.0
toys,300.0,16.0,2.0,11.0
toys,3100.0,50.0,10.0,30.0
toys,5950.0,20.0,20.0,20.0
toys,300.0,18.0,18.0,18.0
furniture_decor,800.0,40.0,8.0,35.0
signaling_and_security,150.0,16.0,9.0,11.0
toys,5550.0,28.0,55.0,37.0
furniture_decor,600.0,30.0,3.0,20.0
sports_leisure,200.0,20.0,7.0,12.0
toys,300.0,30.0,7.0,30.0
sports_leisure,2650.0,20.0,20.0,20.0
toys,350.0,17.0,4.0,12.0
toys,1550.0,69.0,11.0,11.0
health_beauty,688.0,17.0,13.0,16.0
perfumery,500.0,16.0,15.0,15.0
toys,100.0,16.0,5.0,16.0
telephony,300.0,17.0,4.0,12.0
computers_accessories,100.0,16.0,16.0,16.0
toys,10900.0,39.0,12.0,42.0
toys,100.0,17.0,3.0,12.0
toys,1950.0,24.0,24.0,16.0
toys,4700.0,16.0,40.0,40.0
cool_stuff,1600.0,42.0,25.0,15.0
sports_leisure,1100.0,47.0,10.0,15.0
toys,3400.0,30.0,20.0,20.0
toys,600.0,20.0,13.0,20.0
furniture_decor,1200.0,40.0,15.0,30.0
toys,286.0,22.0,19.0,19.0
toys,15225.0,31.0,14.0,22.0
toys,429.0,18.0,12.0,12.0
toys,1850.0,37.0,22.0,40.0
toys,1582.0,31.0,31.0,35.0
toys,550.0,26.0,17.0,17.0
bed_bath_table,1250.0,48.0,10.0,12.0
toys,1000.0,55.0,40.0,11.0
toys,1550.0,30.0,22.0,30.0
toys,350.0,25.0,8.0,19.0
toys,750.0,25.0,13.0,14.0
toys,4600.0,30.0,16.0,30.0
toys,300.0,16.0,11.0,11.0
toys,1200.0,17.0,22.0,17.0
fashion_bags_accessories,350.0,16.0,2.0,20.0
toys,6200.0,28.0,40.0,32.0
computers_accessories,424.0,25.0,10.0,19.0
toys,250.0,16.0,2.0,11.0
toys,1700.0,34.0,7.0,32.0
toys,7150.0,65.0,10.0,65.0
bed_bath_table,835.0,40.0,9.0,33.0
toys,3100.0,30.0,24.0,24.0
luggage_accessories,1100.0,39.0,12.0,28.0
toys,3350.0,25.0,10.0,25.0
toys,400.0,31.0,5.0,16.0
toys,400.0,35.0,30.0,20.0
toys,1372.0,28.0,12.0,26.0
sports_leisure,274.0,18.0,12.0,15.0
toys,1650.0,46.0,3.0,34.0
,600.0,35.0,35.0,15.0
toys,100.0,52.0,4.0,52.0
toys,2500.0,41.0,8.0,36.0
toys,75.0,17.0,6.0,58.0
toys,7550.0,60.0,20.0,29.0
electronics,717.0,20.0,7.0,15.0
toys,450.0,25.0,16.0,16.0
toys,200.0,26.0,10.0,22.0
toys,150.0,16.0,12.0,15.0
toys,1350.0,27.0,9.0,18.0
toys,100.0,20.0,2.0,25.0
toys,253.0,16.0,11.0,13.0
toys,100.0,11.0,11.0,11.0
toys,150.0,19.0,6.0,11.0
toys,4000.0,43.0,11.0,43.0
toys,200.0,28.0,10.0,13.0
furniture_living_room,6650.0,55.0,11.0,35.0
toys,1813.0,67.0,12.0,47.0
toys,1100.0,45.0,10.0,15.0
toys,410.0,39.0,3.0,28.0
toys,1000.0,25.0,15.0,20.0
toys,9650.0,20.0,20.0,20.0
furniture_decor,600.0,30.0,3.0,20.0
toys,500.0,98.0,3.0,12.0
home_construction,500.0,17.0,27.0,17.0
toys,400.0,40.0,4.0,30.0
toys,1650.0,33.0,44.0,19.0
toys,100.0,16.0,5.0,20.0
toys,2450.0,30.0,20.0,11.0
toys,700.0,44.0,12.0,22.0
toys,4100.0,33.0,18.0,33.0
toys,1800.0,15.0,15.0,15.0
furniture_decor,1200.0,30.0,10.0,25.0
toys,2100.0,50.0,30.0,30.0
toys,100.0,16.0,5.0,13.0
toys,1600.0,45.0,15.0,30.0
toys,363.0,18.0,13.0,13.0
toys,800.0,42.0,8.0,26.0
toys,650.0,25.0,20.0,25.0
furniture_decor,2200.0,50.0,20.0,40.0
toys,346.0,18.0,10.0,13.0
toys,1600.0,20.0,60.0,20.0
toys,550.0,21.0,12.0,20.0
toys,750.0,25.0,5.0,17.0
auto,150.0,20.0,20.0,20.0
toys,1000.0,35.0,8.0,25.0
toys,5950.0,20.0,20.0,20.0
toys,147.0,14.0,10.0,12.0
toys,750.0,81.0,6.0,11.0
toys,1400.0,32.0,6.0,28.0
cool_stuff,1700.0,33.0,44.0,19.0
toys,1867.0,36.0,6.0,36.0
toys,900.0,23.0,7.0,16.0
health_beauty,550.0,17.0,9.0,13.0
electronics,5200.0,20.0,15.0,13.0
toys,335.0,17.0,11.0,16.0
toys,5000.0,53.0,43.0,11.0
toys,200.0,16.0,10.0,14.0
toys,1300.0,33.0,24.0,24.0
toys,850.0,32.0,5.0,30.0
toys,483.0,24.0,17.0,23.0
telephony,150.0,19.0,3.0,11.0
bed_bath_table,1100.0,16.0,10.0,16.0
health_beauty,450.0,16.0,15.0,15.0
toys,300.0,17.0,4.0,12.0
toys,4725.0,58.0,15.0,53.0
toys,5400.0,20.0,60.0,50.0
toys,620.0,23.0,15.0,17.0
toys,1200.0,38.0,44.0,16.0
toys,1300.0,40.0,30.0,30.0
toys,1200.0,44.0,2.0,35.0
toys,750.0,25.0,5.0,17.0
art,350.0,16.0,6.0,11.0
perfumery,1500.0,30.0,12.0,28.0
toys,250.0,25.0,9.0,20.0
toys,350.0,17.0,6.0,20.0
toys,1136.0,26.0,29.0,21.0
toys,2450.0,41.0,8.0,36.0
toys,1850.0,37.0,22.0,40.0
toys,2150.0,35.0,9.0,33.0
computers_accessories,1150.0,23.0,19.0,26.0
perfumery,50.0,16.0,5.0,11.0
toys,250.0,40.0,4.0,30.0
toys,50.0,16.0,10.0,11.0
toys,1100.0,25.0,25.0,35.0
toys,250.0,30.0,20.0,32.0
toys,1000.0,30.0,10.0,25.0
toys,150.0,16.0,16.0,16.0
toys,2300.0,31.0,34.0,21.0
sports_leisure,2500.0,20.0,11.0,11.0
toys,150.0,18.0,4.0,16.0
toys,2500.0,30.0,6.0,29.0
furniture_decor,1050.0,20.0,35.0,20.0
toys,9750.0,35.0,12.0,30.0
fashion_bags_accessories,150.0,16.0,6.0,20.0
toys,800.0,16.0,10.0,16.0
toys,900.0,16.0,25.0,15.0
bed_bath_table,400.0,20.0,2.0,15.0
sports_leisure,600.0,16.0,30.0,15.0
toys,123.0,18.0,9.0,15.0
toys,800.0,28.0,3.0,29.0
furniture_decor,1000.0,40.0,6.0,32.0
toys,150.0,24.0,12.0,13.0
toys,1400.0,22.0,12.0,33.0
toys,300.0,17.0,4.0,12.0
bed_bath_table,22250.0,85.0,23.0,68.0
toys,180.0,17.0,10.0,13.0
baby,450.0,25.0,15.0,17.0
health_beauty,250.0,22.0,10.0,18.0
toys,11600.0,58.0,20.0,58.0
bed_bath_table,550.0,16.0,10.0,16.0
watches_gifts,165.0,16.0,10.0,12.0
toys,5700.0,38.0,30.0,28.0
toys,400.0,34.0,4.0,22.0
toys,1100.0,25.0,12.0,35.0
toys,350.0,16.0,5.0,20.0
toys,350.0,31.0,10.0,13.0
watches_gifts,350.0,16.0,14.0,11.0
toys,803.0,25.0,17.0,20.0
toys,814.0,32.0,16.0,15.0
toys,183.0,16.0,18.0,16.0
toys,400.0,18.0,11.0,20.0
toys,1250.0,22.0,36.0,22.0
toys,8325.0,43.0,14.0,33.0
computers_accessories,200.0,42.0,9.0,25.0
toys,363.0,18.0,13.0,13.0
,2300.0,29.0,13.0,25.0
toys,500.0,50.0,25.0,35.0
fashion_bags_accessories,2250.0,22.0,15.0,20.0
computers_accessories,253.0,14.0,12.0,12.0
toys,12400.0,60.0,75.0,60.0
toys,650.0,30.0,3.0,30.0
toys,5100.0,26.0,26.0,46.0
agro_industry_and_commerce,125.0,20.0,4.0,13.0
toys,200.0,36.0,4.0,20.0
garden_tools,600.0,21.0,8.0,13.0
toys,950.0,105.0,10.0,11.0
toys,2488.0,30.0,23.0,31.0
toys,350.0,16.0,5.0,15.0
toys,850.0,20.0,25.0,20.0
computers_accessories,6550.0,20.0,20.0,20.0
toys,23250.0,23.0,50.0,84.0
health_beauty,400.0,25.0,5.0,16.0
toys,9400.0,75.0,15.0,50.0
toys,200.0,39.0,2.0,30.0
housewares,950.0,53.0,5.0,13.0
toys,600.0,16.0,2.0,11.0
toys,5508.0,62.0,43.0,56.0
garden_tools,1650.0,30.0,22.0,30.0
toys,400.0,30.0,10.0,30.0
toys,1550.0,30.0,22.0,30.0
home_appliances,150.0,18.0,8.0,13.0
cool_stuff,600.0,25.0,37.0,36.0
toys,200.0,16.0,5.0,11.0
bed_bath_table,1100.0,44.0,2.0,35.0
toys,1250.0,31.0,16.0,23.0
toys,10600.0,93.0,63.0,11.0
fashion_shoes,400.0,29.0,12.0,23.0
computers_accessories,6550.0,20.0,20.0,20.0
toys,20800.0,57.0,57.0,23.0
toys,350.0,20.0,8.0,12.0
furniture_decor,300.0,80.0,10.0,60.0
sports_leisure,200.0,16.0,5.0,13.0
office_furniture,9725.0,53.0,52.0,17.0
toys,350.0,20.0,12.0,15.0
toys,250.0,16.0,10.0,11.0
toys,1200.0,40.0,10.0,30.0
toys,200.0,19.0,9.0,12.0
furniture_decor,1390.0,18.0,11.0,25.0
toys,50.0,30.0,30.0,25.0
toys,342.0,18.0,13.0,15.0
toys,7000.0,26.0,47.0,27.0
toys,300.0,40.0,4.0,30.0
toys,200.0,19.0,4.0,11.0
toys,1900.0,30.0,13.0,30.0
toys,300.0,16.0,5.0,15.0
toys,375.0,29.0,14.0,20.0
toys,500.0,19.0,11.0,20.0
health_beauty,250.0,22.0,10.0,18.0
sports_leisure,300.0,19.0,2.0,12.0
toys,1450.0,45.0,15.0,35.0
toys,450.0,23.0,7.0,16.0
sports_leisure,750.0,25.0,7.0,25.0
toys,100.0,17.0,8.0,12.0
toys,9650.0,20.0,20.0,20.0
toys,2800.0,40.0,15.0,40.0
toys,150.0,16.0,9.0,11.0
toys,3100.0,62.0,20.0,40.0
stationery,1900.0,49.0,12.0,36.0
toys,250.0,34.0,4.0,32.0
pet_shop,7300.0,49.0,29.0,34.0
toys,50.0,40.0,2.0,24.0
toys,1900.0,17.0,13.0,31.0
toys,500.0,16.0,2.0,11.0
toys,900.0,17.0,40.0,14.0
toys,400.0,34.0,4.0,22.0
furniture_decor,600.0,30.0,4.0,20.0
toys,300.0,16.0,5.0,11.0
baby,4950.0,40.0,10.0,40.0
toys,1017.0,37.0,5.0,37.0
toys,100.0,16.0,12.0,12.0
computers_accessories,140.0,22.0,14.0,14.0
toys,9750.0,35.0,12.0,30.0
toys,550.0,27.0,10.0,15.0
toys,150.0,22.0,13.0,17.0
toys,335.0,17.0,11.0,16.0
toys,1110.0,19.0,11.0,18.0
bed_bath_table,13050.0,55.0,40.0,40.0
toys,2350.0,36.0,21.0,36.0
toys,7150.0,65.0,10.0,65.0
toys,1100.0,43.0,6.0,30.0
toys,1000.0,35.0,5.0,20.0
toys,1000.0,53.0,16.0,11.0
toys,50.0,16.0,5.0,11.0
bed_bath_table,3250.0,33.0,8.0,40.0
toys,250.0,16.0,2.0,11.0
toys,1050.0,100.0,5.0,11.0
baby,3800.0,44.0,23.0,43.0
toys,1700.0,20.0,45.0,35.0
garden_tools,1000.0,22.0,21.0,16.0
toys,300.0,22.0,2.0,16.0
toys,1350.0,35.0,15.0,29.0
toys,4100.0,55.0,16.0,30.0
toys,400.0,20.0,10.0,17.0
toys,50.0,16.0,5.0,11.0
toys,14950.0,40.0,65.0,40.0
toys,100.0,19.0,3.0,11.0
toys,1350.0,45.0,15.0,35.0
telephony,300.0,17.0,4.0,12.0
toys,473.0,21.0,16.0,13.0
toys,1050.0,36.0,24.0,22.0
toys,1040.0,33.0,13.0,17.0
toys,9850.0,30.0,19.0,60.0
toys,400.0,16.0,11.0,12.0
toys,150.0,16.0,2.0,16.0
sports_leisure,4550.0,20.0,20.0,20.0
toys,200.0,16.0,2.0,11.0
toys,2450.0,38.0,34.0,34.0
toys,350.0,50.0,3.0,25.0
toys,150.0,22.0,3.0,15.0
toys,117.0,21.0,12.0,13.0
toys,2233.0,29.0,23.0,29.0
furniture_decor,400.0,16.0,5.0,20.0
toys,1650.0,30.0,8.0,30.0
toys,442.0,19.0,16.0,17.0
toys,700.0,21.0,18.0,23.0
toys,200.0,17.0,2.0,12.0
toys,400.0,69.0,11.0,11.0
cool_stuff,5288.0,32.0,26.0,45.0
toys,750.0,30.0,30.0,11.0
toys,4450.0,28.0,14.0,28.0
toys,500.0,16.0,18.0,16.0
toys,333.0,19.0,19.0,21.0
toys,1000.0,53.0,8.0,18.0
health_beauty,250.0,21.0,10.0,17.0
health_beauty,300.0,18.0,10.0,14.0
small_appliances,438.0,25.0,12.0,15.0
stationery,1250.0,16.0,39.0,37.0
toys,1750.0,37.0,22.0,40.0
toys,1350.0,27.0,9.0,18.0
toys,3000.0,30.0,30.0,20.0
toys,400.0,19.0,19.0,16.0
toys,450.0,30.0,20.0,11.0
sports_leisure,2152.0,26.0,24.0,21.0
toys,100.0,16.0,2.0,11.0
housewares,600.0,30.0,30.0,30.0
toys,100.0,25.0,2.0,17.0
cool_stuff,600.0,32.0,4.0,29.0
toys,450.0,30.0,13.0,23.0
toys,700.0,26.0,14.0,24.0
sports_leisure,4550.0,20.0,20.0,20.0
toys,5900.0,45.0,15.0,35.0
toys,450.0,35.0,2.0,25.0
toys,600.0,21.0,7.0,15.0
toys,250.0,16.0,2.0,20.0
toys,800.0,69.0,11.0,11.0
toys,1000.0,30.0,4.0,20.0
watches_gifts,500.0,19.0,9.0,15.0
health_beauty,950.0,25.0,12.0,19.0
toys,922.0,30.0,15.0,17.0
toys,900.0,30.0,15.0,26.0
toys,300.0,16.0,8.0,11.0
toys,350.0,17.0,4.0,12.0
office_furniture,9275.0,54.0,30.0,53.0
toys,150.0,20.0,15.0,15.0
toys,5400.0,53.0,10.0,67.0
toys,12250.0,45.0,35.0,45.0
furniture_decor,14600.0,84.0,8.0,84.0
small_appliances,11800.0,40.0,43.0,36.0
toys,1600.0,20.0,60.0,20.0
toys,825.0,18.0,26.0,22.0
toys,5700.0,39.0,30.0,29.0
toys,200.0,22.0,7.0,20.0
,1100.0,35.0,15.0,20.0
toys,207.0,17.0,12.0,13.0
toys,50.0,18.0,6.0,11.0
toys,300.0,16.0,10.0,16.0
toys,700.0,28.0,6.0,23.0
toys,30000.0,55.0,75.0,61.0
toys,9750.0,35.0,12.0,30.0
toys,1683.0,25.0,22.0,22.0
toys,220.0,20.0,12.0,17.0
toys,800.0,20.0,20.0,20.0
home_appliances_2,8100.0,64.0,23.0,35.0
toys,2600.0,50.0,10.0,30.0
toys,9800.0,40.0,40.0,50.0
fashion_bags_accessories,250.0,16.0,2.0,11.0
toys,3100.0,47.0,21.0,41.0
sports_leisure,8700.0,25.0,60.0,40.0
toys,3200.0,30.0,11.0,30.0
perfumery,250.0,20.0,8.0,21.0
toys,1575.0,68.0,9.0,35.0
furniture_decor,600.0,68.0,8.0,13.0
toys,150.0,16.0,5.0,16.0
toys,100.0,20.0,13.0,15.0
bed_bath_table,1650.0,45.0,15.0,35.0
toys,800.0,20.0,20.0,20.0
toys,600.0,31.0,8.0,25.0
stationery,200.0,19.0,5.0,13.0
sports_leisure,2350.0,60.0,15.0,43.0
toys,2800.0,103.0,8.0,20.0
toys,250.0,17.0,4.0,12.0
toys,1200.0,21.0,14.0,14.0
office_furniture,15200.0,58.0,28.0,58.0
toys,300.0,16.0,3.0,11.0
toys,156.0,18.0,12.0,15.0
toys,420.0,24.0,19.0,21.0
toys,880.0,32.0,18.0,17.0
toys,200.0,16.0,2.0,11.0
toys,200.0,16.0,2.0,20.0
garden_tools,1650.0,30.0,22.0,30.0
toys,600.0,70.0,5.0,11.0
toys,1050.0,100.0,5.0,11.0
toys,21400.0,90.0,30.0,60.0
toys,1200.0,30.0,30.0,30.0
toys,8963.0,52.0,27.0,33.0
toys,350.0,19.0,11.0,23.0
toys,7225.0,77.0,36.0,34.0
toys,6663.0,17.0,11.0,13.0
toys,1100.0,30.0,23.0,20.0
toys,600.0,28.0,25.0,25.0
toys,16550.0,39.0,61.0,39.0
toys,500.0,17.0,6.0,15.0
toys,6550.0,54.0,40.0,15.0
toys,150.0,17.0,8.0,11.0
sports_leisure,1252.0,20.0,16.0,15.0
health_beauty,371.0,20.0,16.0,16.0
toys,2250.0,16.0,28.0,16.0
toys,1450.0,26.0,17.0,17.0
toys,350.0,20.0,10.0,15.0
toys,1750.0,37.0,22.0,40.0
tablets_printing_image,283.0,22.0,12.0,21.0
market_place,300.0,25.0,10.0,16.0
toys,3008.0,32.0,45.0,32.0
toys,250.0,25.0,9.0,20.0
toys,150.0,17.0,13.0,13.0
toys,300.0,16.0,15.0,11.0
toys,100.0,16.0,11.0,16.0
toys,800.0,18.0,22.0,18.0
toys,400.0,30.0,10.0,17.0
toys,400.0,18.0,19.0,14.0
toys,7625.0,61.0,14.0,61.0
toys,2700.0,35.0,20.0,30.0
toys,700.0,30.0,5.0,20.0
toys,400.0,19.0,17.0,15.0
fashion_bags_accessories,100.0,16.0,5.0,16.0
toys,1181.0,30.0,17.0,24.0
toys,1825.0,44.0,14.0,34.0
toys,500.0,28.0,10.0,25.0
furniture_decor,650.0,20.0,35.0,20.0
toys,550.0,17.0,27.0,17.0
health_beauty,200.0,16.0,10.0,16.0
toys,200.0,33.0,4.0,27.0
toys,250.0,16.0,2.0,20.0
watches_gifts,584.0,16.0,11.0,13.0
cool_stuff,15350.0,47.0,40.0,47.0
toys,1200.0,35.0,35.0,35.0
toys,2300.0,40.0,8.0,40.0
toys,200.0,16.0,11.0,12.0
toys,5200.0,45.0,54.0,15.0
toys,20850.0,45.0,50.0,45.0
toys,1500.0,30.0,22.0,30.0
toys,431.0,19.0,17.0,15.0
toys,225.0,19.0,12.0,15.0
telephony,450.0,17.0,3.0,11.0
toys,13388.0,54.0,47.0,28.0
toys,415.0,29.0,18.0,22.0
housewares,6250.0,53.0,23.0,28.0
toys,1200.0,16.0,49.0,32.0
toys,16250.0,18.0,53.0,39.0
toys,250.0,40.0,4.0,30.0
toys,500.0,36.0,10.0,22.0
toys,725.0,25.0,8.0,24.0
telephony,300.0,17.0,4.0,12.0
baby,500.0,33.0,8.0,31.0
health_beauty,450.0,20.0,15.0,15.0
toys,645.0,19.0,16.0,18.0
furniture_decor,2500.0,40.0,10.0,30.0
toys,28750.0,40.0,62.0,22.0
toys,1050.0,36.0,24.0,22.0
toys,250.0,23.0,16.0,16.0
toys,50.0,19.0,5.0,11.0
toys,283.0,18.0,14.0,14.0
toys,4550.0,55.0,10.0,35.0
toys,700.0,16.0,15.0,15.0
telephony,133.0,18.0,5.0,13.0
toys,150.0,22.0,3.0,15.0
toys,600.0,17.0,17.0,17.0
toys,850.0,16.0,21.0,18.0
office_furniture,9725.0,53.0,52.0,17.0
toys,300.0,16.0,5.0,15.0
toys,1700.0,40.0,6.0,30.0
garden_tools,700.0,35.0,20.0,40.0
toys,500.0,17.0,11.0,11.0
cool_stuff,1250.0,42.0,25.0,15.0
toys,375.0,29.0,14.0,20.0
toys,275.0,18.0,4.0,12.0
toys,8017.0,51.0,28.0,39.0
toys,483.0,16.0,11.0,16.0
toys,1200.0,36.0,8.0,26.0
toys,4000.0,30.0,35.0,30.0
toys,390.0,22.0,12.0,15.0
construction_tools_construction,3000.0,25.0,20.0,25.0
toys,3250.0,36.0,10.0,35.0
bed_bath_table,800.0,20.0,20.0,20.0
toys,600.0,25.0,20.0,22.0
office_furniture,7433.0,57.0,68.0,31.0
toys,350.0,16.0,16.0,16.0
toys,1700.0,16.0,32.0,34.0
watches_gifts,350.0,16.0,14.0,11.0
toys,792.0,19.0,14.0,16.0
furniture_decor,1350.0,35.0,24.0,25.0
baby,1400.0,40.0,30.0,30.0
toys,150.0,16.0,5.0,11.0
toys,10225.0,19.0,11.0,11.0
toys,2850.0,65.0,24.0,16.0
toys,650.0,16.0,10.0,16.0
toys,15225.0,31.0,14.0,22.0
toys,5200.0,45.0,54.0,15.0
toys,150.0,28.0,5.0,14.0
